transaction_id,customer_id,items,date,time,persona,customer_loyalty,store_location,payment_method
TXN_000175,CUST_0067,Plant Fertilizer;Outdoor Furniture;Blender;Milk;Organic Coffee;Tomato Sauce;Patio Umbrella;Honey;Fruits;Garden Hose,2025-05-06,15:47,Home Cook,regular,Store A,Debit Card
TXN_000176,CUST_0020,"4K Monitor;Gaming Keyboard;Bluetooth Speaker;Smart TV 55""",2025-05-12,15:30,Tech Enthusiast,vip,Online,Credit Card
TXN_000177,CUST_0033,Fishing Rod;Swimming Goggles;Hiking Boots,2025-05-03,09:46,Fitness Enthusiast,regular,Store A,Debit Card
TXN_000178,CUST_0091,Instant Pot;Air Fryer;Outdoor Furniture;Patio Umbrella,2025-05-28,13:18,Home Cook,regular,Store B,Cash
TXN_000179,CUST_0209,Champion Hoodie;Sunscreen;Supplement Pills;Protein Powder;Under Armour T-Shirt,2025-06-25,04:11,Fashion Conscious,regular,Online,Cash
TXN_000180,CUST_0187,Skincare Set,2025-07-23,14:24,Fitness Enthusiast,vip,Store B,Mobile Payment
TXN_000181,CUST_0061,Stand Mixer;Butter;Quinoa;Milk,2025-07-06,17:42,Home Cook,regular,Store B,Mobile Payment
TXN_000182,CUST_0058,Gaming Keyboard,2025-05-29,10:02,Tech Enthusiast,regular,Store B,Cash
TXN_000183,CUST_0077,Olive Oil;Cheese;Pasta;Salmon;Garden Hose;Plant Fertilizer;Honey,2025-03-28,11:05,Home Cook,new,Online,Credit Card
TXN_000184,CUST_0074,Peanut Butter;Plant Fertilizer;Rice Cooker;Bread;Tomato Sauce;Stand Mixer;Quinoa,2025-03-12,15:44,Home Cook,regular,Online,Debit Card
TXN_000185,CUST_0225,Vegetables;Cheese,2025-02-25,14:37,Book Lover,vip,Store B,Debit Card
TXN_000186,CUST_0122,Milk;Patio Umbrella;Blender;Orange Juice;Rice Cooker;Organic Coffee,2025-06-10,11:00,Home Cook,new,Store C,Credit Card
TXN_000187,CUST_0058,iPad,2025-03-24,04:05,Tech Enthusiast,regular,Online,Debit Card
TXN_000188,CUST_0113,Water Bottle;Hiking Boots;Sleeping Bag;Golf Balls;Deodorant;Gym Bag,2025-03-31,00:27,Fitness Enthusiast,regular,Online,Mobile Payment
TXN_000189,CUST_0040,Bread,2025-02-10,20:12,Home Cook,new,Store B,Credit Card
TXN_000190,CUST_0174,Levi's Jeans;Uniqlo Sweater;Sunscreen;Resistance Bands,2025-07-12,07:36,Fashion Conscious,new,Store B,Credit Card
TXN_000191,CUST_0076,Golf Balls;Running Shoes,2025-03-15,07:48,Fitness Enthusiast,regular,Online,Credit Card
TXN_000192,CUST_0107,Gaming Mouse;Gaming Keyboard;Graphics Card RTX 4070;Xbox Series X,2025-07-18,20:53,Tech Enthusiast,regular,Store B,Mobile Payment
TXN_000193,CUST_0148,Peanut Butter;Fruits;Orange Juice;Cheese,2025-04-30,16:27,Home Cook,vip,Store C,Credit Card
TXN_000194,CUST_0073,Graphics Card RTX 4070;RAM 16GB;Deodorant,2025-02-25,18:23,Tech Enthusiast,vip,Store B,Debit Card
TXN_000195,CUST_0248,Flower Pots;Toaster;Coffee Maker;Garden Hose;Garden Tools Set;Vegetables;Outdoor Furniture;Microwave;Stand Mixer;Organic Coffee;Air Fryer,2025-02-15,15:08,Home Cook,new,Store A,Debit Card
TXN_000196,CUST_0134,Magazine,2025-04-10,16:47,Book Lover,regular,Store C,Debit Card
TXN_000197,CUST_0123,4K Monitor;External SSD;Webcam;Wireless Charger;AirPods Pro;Dell XPS 13,2025-02-25,15:32,Tech Enthusiast,vip,Store A,Debit Card
TXN_000198,CUST_0124,Conditioner;Camping Tent;Hiking Boots;Golf Balls,2025-05-28,17:25,Fitness Enthusiast,regular,Store C,Mobile Payment
TXN_000199,CUST_0113,Soccer Ball,2025-07-23,22:37,Fitness Enthusiast,regular,Store B,Credit Card
TXN_000200,CUST_0108,Butter,2025-04-24,18:47,Book Lover,new,Store C,Mobile Payment
TXN_000201,CUST_0181,Fruits;Game of Thrones;Pride and Prejudice,2025-06-16,11:28,Book Lover,vip,Store C,Mobile Payment
TXN_000202,CUST_0049,Supplement Pills;Toothpaste;Makeup Kit,2025-02-12,18:14,Fashion Conscious,new,Store A,Credit Card
TXN_000203,CUST_0065,Outdoor Furniture;Chicken Breast;Olive Oil;Vegetables,2025-06-30,00:09,Home Cook,vip,Store C,Credit Card
TXN_000204,CUST_0153,Levi's Jeans,2025-02-12,19:17,Fashion Conscious,new,Online,Credit Card
TXN_000205,CUST_0016,Shampoo;Vitamins;Sunscreen,2025-02-06,18:49,Fitness Enthusiast,new,Online,Credit Card
TXN_000206,CUST_0085,Mountain Bike;Golf Balls;Snowboard,2025-05-28,14:31,Fitness Enthusiast,new,Store B,Debit Card
TXN_000207,CUST_0008,Food Processor;Peanut Butter;Electric Kettle;Instant Pot;Garden Tools Set;Vacuum Cleaner;Microwave;Coffee Maker;Green Tea;Butter,2025-04-07,18:43,Home Cook,new,Store B,Debit Card
TXN_000208,CUST_0036,Honey;Organic Coffee;Green Tea;Self-Help Book;Cheese,2025-07-17,13:59,Book Lover,vip,Store B,Credit Card
TXN_000209,CUST_0004,Gaming Keyboard;PlayStation 5;Wireless Charger;Dell XPS 13,2025-05-28,15:48,Tech Enthusiast,new,Online,Debit Card
TXN_000210,CUST_0073,4K Monitor;iPhone 15;Wireless Charger,2025-01-25,13:54,Tech Enthusiast,vip,Store A,Debit Card
TXN_000211,CUST_0163,Bike Helmet;Swimming Goggles;Water Bottle,2025-05-15,09:59,Fitness Enthusiast,regular,Store B,Cash
TXN_000212,CUST_0039,Food Processor;Dark Chocolate;Patio Umbrella;Salmon,2025-05-08,14:04,Home Cook,vip,Store B,Debit Card
TXN_000213,CUST_0069,Tomato Sauce;Mystery Novel,2025-03-12,18:43,Book Lover,regular,Store C,Debit Card
TXN_000214,CUST_0133,Protein Bars;Cereal;PlayStation 5;Nuts Mix;Salmon,2025-06-08,09:11,General Shopper,new,Store A,Credit Card
TXN_000215,CUST_0113,Resistance Bands;Conditioner;Shampoo;Fitness Tracker;Toothpaste,2025-07-03,16:10,Fitness Enthusiast,regular,Store B,Credit Card
TXN_000216,CUST_0012,Toaster;Perfume,2025-06-19,14:40,Home Cook,regular,Store A,Cash
TXN_000217,CUST_0187,Snowboard;Skincare Set;Dumbbells;Resistance Bands,2025-05-04,06:52,Fitness Enthusiast,vip,Store A,Mobile Payment
TXN_000218,CUST_0049,Nike Hoodie;Adidas Ultraboost;Sunscreen,2025-04-17,14:45,Fashion Conscious,new,Store A,Credit Card
TXN_000219,CUST_0101,H&M T-Shirt,2025-04-03,19:06,Fashion Conscious,new,Store A,Credit Card
TXN_000220,CUST_0049,Calvin Klein Underwear;Fitness Tracker;Adidas Track Pants;H&M T-Shirt,2025-01-29,10:36,Fashion Conscious,new,Online,Credit Card
TXN_000221,CUST_0122,Chicken Breast;Vegetables;Stand Mixer;Outdoor Furniture;Electric Kettle;Microwave;Coffee Maker;Dark Chocolate;Solar Lights;Milk;Quinoa,2025-07-15,18:47,Home Cook,new,Store B,Debit Card
TXN_000222,CUST_0058,4K Monitor;MacBook Pro;External SSD;RAM 16GB,2025-02-01,22:38,Tech Enthusiast,regular,Store C,Mobile Payment
TXN_000223,CUST_0047,Biography;Art Book;Dark Chocolate;Eggs;Chicken Breast,2025-06-20,11:21,Book Lover,regular,Store C,Mobile Payment
TXN_000224,CUST_0198,Food Processor,2025-03-20,15:05,Home Cook,regular,Online,Credit Card
TXN_000225,CUST_0189,Orange Juice;Salmon,2025-05-30,16:49,Book Lover,vip,Store A,Credit Card
TXN_000226,CUST_0163,Backpack;Body Wash;Conditioner;Shampoo;Moisturizer;Tennis Racket;Soccer Ball,2025-02-27,11:41,Fitness Enthusiast,regular,Store C,Credit Card
TXN_000227,CUST_0120,Blender;Food Processor;Solar Lights,2025-02-05,11:28,Home Cook,regular,Online,Mobile Payment
TXN_000228,CUST_0067,Microwave;Food Processor;Instant Pot;Cheese;Garden Hose;Vacuum Cleaner;Orange Juice;Cereal;Plant Fertilizer;Coffee Maker,2025-02-13,11:19,Home Cook,regular,Online,Cash
TXN_000229,CUST_0072,Xbox Series X;AirPods Pro;RAM 16GB;Sony WH-1000XM5,2025-07-23,00:40,Tech Enthusiast,regular,Store B,Cash
TXN_000230,CUST_0078,USB-C Cable;PlayStation 5;Wireless Charger;Nintendo Switch,2025-04-25,04:22,Tech Enthusiast,new,Store C,Cash
TXN_000231,CUST_0249,Face Cream,2025-02-20,20:47,Fitness Enthusiast,new,Store C,Debit Card
TXN_000232,CUST_0023,Stand Mixer;Food Processor;Flower Pots;Nuts Mix;Toaster;Air Fryer,2025-05-18,12:32,Home Cook,new,Store B,Cash
TXN_000233,CUST_0128,Graphics Card RTX 4070,2025-02-20,11:57,Tech Enthusiast,regular,Store B,Debit Card
TXN_000234,CUST_0002,Art Book;Yoga Mat,2025-06-17,04:26,Book Lover,new,Store B,Mobile Payment
TXN_000235,CUST_0193,Ski Equipment;Bike Helmet;Honey;Peanut Butter;Resistance Bands,2025-03-05,17:14,General Shopper,regular,Store B,Mobile Payment
TXN_000236,CUST_0239,Yogurt;Protein Powder,2025-04-19,15:52,Home Cook,new,Store C,Credit Card
TXN_000237,CUST_0039,Peanut Butter;Electric Kettle;Garden Hose;Patio Umbrella;Salmon;Rice;Air Fryer;Plant Fertilizer,2025-06-06,12:30,Home Cook,vip,Store C,Credit Card
TXN_000238,CUST_0075,Vegetables;Cheese;Tomato Sauce;Electric Kettle;Coffee Maker;Salmon;Rice,2025-06-25,16:05,Home Cook,vip,Online,Credit Card
TXN_000239,CUST_0042,Nuts Mix;Garden Hose;Toaster;Quinoa;Dark Chocolate,2025-07-17,14:03,Home Cook,new,Store C,Debit Card
TXN_000240,CUST_0053,Cereal;The Great Gatsby;Vegetables;To Kill a Mockingbird,2025-04-30,18:13,Book Lover,vip,Store A,Cash
TXN_000241,CUST_0064,Shampoo,2025-03-13,16:14,Fashion Conscious,regular,Online,Mobile Payment
TXN_000242,CUST_0217,Butter;Vans Old Skool;Milk;Tommy Hilfiger Jacket;Olive Oil;Under Armour T-Shirt,2025-07-18,11:59,General Shopper,regular,Store C,Credit Card
TXN_000243,CUST_0104,MacBook Pro;AirPods Pro;Microsoft Surface;Samsung Galaxy S24,2025-05-06,04:05,Tech Enthusiast,regular,Store A,Mobile Payment
TXN_000244,CUST_0032,Outdoor Furniture;Electric Kettle;Lawn Mower,2025-06-05,12:48,Home Cook,new,Store C,Debit Card
TXN_000245,CUST_0076,Tennis Racket,2025-02-15,16:50,Fitness Enthusiast,regular,Store B,Mobile Payment
TXN_000246,CUST_0031,Surfboard;Perfume;Running Shoes,2025-07-03,22:09,Fitness Enthusiast,regular,Store C,Debit Card
TXN_000247,CUST_0030,Cheese;Pride and Prejudice;History Book;Yogurt,2025-03-20,12:36,Book Lover,regular,Store C,Debit Card
TXN_000248,CUST_0034,Yoga Mat;Perfume;Nike Socks;Levi's Jeans;Protein Powder;Eggs,2025-05-15,13:17,Fashion Conscious,regular,Store C,Credit Card
TXN_000249,CUST_0034,Converse All Stars;Tommy Hilfiger Jacket;Gap Jeans;Resistance Bands,2025-07-22,23:36,Fashion Conscious,regular,Store C,Credit Card
TXN_000250,CUST_0168,Gap Jeans;Uniqlo Sweater;Cheese,2025-02-03,18:41,Fashion Conscious,new,Store C,Credit Card
TXN_000251,CUST_0009,Biography,2025-05-01,07:31,Book Lover,vip,Store B,Debit Card
TXN_000252,CUST_0169,Yogurt;Patio Umbrella;Chicken Breast;Fruits;Dark Chocolate;Organic Coffee;Garden Tools Set;Rice;Vacuum Cleaner,2025-02-28,13:54,Home Cook,new,Online,Credit Card
TXN_000253,CUST_0099,Deodorant;Supplement Pills;Resistance Bands,2025-03-06,09:57,Fashion Conscious,new,Store B,Credit Card
TXN_000254,CUST_0008,Tomato Sauce;Stand Mixer;Food Processor;Vacuum Cleaner;Patio Umbrella;Yogurt,2025-02-07,09:07,Home Cook,new,Store C,Credit Card
TXN_000255,CUST_0093,Resistance Bands;Nike Hoodie,2025-06-05,15:41,Fashion Conscious,regular,Online,Mobile Payment
TXN_000256,CUST_0173,Honey,2025-04-18,15:10,Home Cook,regular,Store C,Credit Card
TXN_000257,CUST_0042,Eggs;Nuts Mix;Orange Juice;Blender;Honey,2025-03-09,11:29,Home Cook,new,Store B,Cash
TXN_000258,CUST_0202,Samsung Galaxy S24;iPad;Nintendo Switch,2025-07-09,19:37,Tech Enthusiast,regular,Store C,Debit Card
TXN_000259,CUST_0061,Fruits;Rice;Food Processor;Air Fryer;Lawn Mower;Tomato Sauce;Chicken Breast;Milk,2025-03-17,00:27,Home Cook,regular,Store C,Debit Card
TXN_000260,CUST_0010,Electric Toothbrush,2025-04-03,01:15,Fitness Enthusiast,regular,Online,Mobile Payment
TXN_000261,CUST_0246,Protein Powder;Body Wash;Nike Air Max,2025-02-10,19:37,Fashion Conscious,vip,Store C,Credit Card
TXN_000262,CUST_0094,Fruits;History Book;Self-Help Book,2025-07-03,11:22,Book Lover,regular,Store C,Debit Card
TXN_000263,CUST_0166,Polo Ralph Lauren Shirt;Nike Air Max;Supplement Pills,2025-07-08,13:41,Fashion Conscious,vip,Store B,Mobile Payment
TXN_000264,CUST_0183,Pasta;Twilight;Cereal,2025-07-17,19:00,Book Lover,vip,Store A,Cash
TXN_000265,CUST_0237,Nintendo Switch;RAM 16GB,2025-04-17,18:51,Tech Enthusiast,regular,Store A,Debit Card
TXN_000266,CUST_0038,Self-Help Book;Conditioner;Magazine;Cookbook;Garden Hose;Vitamins;Eggs,2025-06-13,07:14,General Shopper,regular,Store C,Credit Card
TXN_000267,CUST_0052,Game of Thrones,2025-04-26,17:54,Book Lover,new,Store A,Debit Card
TXN_000268,CUST_0159,Kindle;RAM 16GB;USB-C Cable;Samsung Watch,2025-06-23,19:08,Tech Enthusiast,vip,Online,Credit Card
TXN_000269,CUST_0026,Electric Kettle;Coffee Maker;Stand Mixer;Lawn Mower,2025-04-16,13:05,General Shopper,new,Store B,Credit Card
TXN_000270,CUST_0210,Honey;Patio Umbrella;Food Processor;Peanut Butter;Solar Lights;Outdoor Furniture;Lawn Mower;Butter;Fruits;Garden Hose;Yogurt,2025-04-09,14:53,Home Cook,vip,Store A,Debit Card
TXN_000271,CUST_0191,Soccer Ball;Makeup Kit,2025-03-21,17:41,Fitness Enthusiast,vip,Store A,Mobile Payment
TXN_000272,CUST_0105,iPad Mini;Samsung Watch;Tomato Sauce,2025-02-19,17:47,Tech Enthusiast,regular,Online,Mobile Payment
TXN_000273,CUST_0222,Quinoa;Tomato Sauce;Pasta;Food Processor;Peanut Butter,2025-05-20,13:05,Home Cook,regular,Store C,Credit Card
TXN_000274,CUST_0124,Running Shoes;Protein Powder;Protein Bars,2025-02-19,10:39,Fitness Enthusiast,regular,Store A,Credit Card
TXN_000275,CUST_0066,USB-C Cable;Dell XPS 13;iPad,2025-07-01,14:12,Tech Enthusiast,new,Store C,Mobile Payment
TXN_000276,CUST_0103,RAM 16GB,2025-04-03,18:00,Tech Enthusiast,new,Store B,Credit Card
TXN_000277,CUST_0155,Fitness Tracker;Yoga Mat;Makeup Kit,2025-03-26,15:25,Fashion Conscious,regular,Store A,Credit Card
TXN_000278,CUST_0069,Fruits;Science Fiction Novel;Mystery Novel,2025-05-15,17:25,Book Lover,regular,Store C,Credit Card
TXN_000279,CUST_0018,Sony WH-1000XM5;Bluetooth Speaker;Microsoft Surface;Nintendo Switch;Graphics Card RTX 4070,2025-05-22,13:21,Tech Enthusiast,vip,Store B,Debit Card
TXN_000280,CUST_0103,"Gaming Mouse;Gaming Keyboard;Smart TV 55"";External SSD;iPad Mini",2025-07-23,15:53,Tech Enthusiast,new,Store A,Mobile Payment
TXN_000281,CUST_0094,Yogurt;To Kill a Mockingbird,2025-06-13,12:26,Book Lover,regular,Store A,Cash
TXN_000282,CUST_0066,"Smart TV 55"";AirPods Pro;External SSD;MacBook Pro",2025-07-01,05:12,Tech Enthusiast,new,Online,Credit Card
TXN_000283,CUST_0124,Running Shoes,2025-06-29,11:11,Fitness Enthusiast,regular,Store C,Debit Card
TXN_000284,CUST_0055,Tommy Hilfiger Jacket;Skincare Set;Conditioner;Ray-Ban Sunglasses;Deodorant;H&M T-Shirt,2025-02-27,12:57,Fashion Conscious,vip,Online,Credit Card
TXN_000285,CUST_0149,Under Armour T-Shirt;Nike Hoodie;Levi's Jeans;Makeup Kit;Yoga Mat;Shampoo;Adidas Track Pants,2025-02-18,11:15,Fashion Conscious,vip,Store C,Debit Card
TXN_000286,CUST_0027,Calvin Klein Underwear;Resistance Bands;Levi's Jeans;Vans Old Skool,2025-03-27,07:58,Fashion Conscious,regular,Store B,Debit Card
TXN_000287,CUST_0196,Deodorant;Vitamins,2025-03-26,18:41,Fashion Conscious,regular,Store C,Cash
TXN_000288,CUST_0045,Skincare Set,2025-04-03,16:07,Fitness Enthusiast,regular,Online,Credit Card
TXN_000289,CUST_0129,Cheese;Pasta;Honey;Tomato Sauce;Butter;Peanut Butter,2025-06-12,14:57,Book Lover,regular,Store A,Debit Card
TXN_000290,CUST_0013,Calvin Klein Underwear;Adidas Track Pants,2025-05-15,10:16,Fashion Conscious,regular,Store B,Debit Card
TXN_000291,CUST_0109,BBQ Grill;Instant Pot;Plant Fertilizer;Garden Tools Set;Flower Pots;Protein Bars;Blender;Nuts Mix;Food Processor;Rice Cooker;Dark Chocolate;Toaster,2025-07-17,15:01,Home Cook,vip,Store C,Debit Card
TXN_000292,CUST_0017,Eggs;Peanut Butter;Bread;Tommy Hilfiger Jacket;Ray-Ban Sunglasses;Cereal;Butter;Polo Ralph Lauren Shirt;Cheese,2025-07-18,16:13,General Shopper,regular,Store A,Debit Card
TXN_000293,CUST_0096,Nike Hoodie;Nike Air Max;Body Wash;Electric Toothbrush;Fitness Tracker;Protein Powder,2025-02-08,08:33,Fashion Conscious,regular,Store B,Cash
TXN_000294,CUST_0216,Dell XPS 13;Power Bank;USB-C Cable;Bluetooth Speaker;Kindle;Gaming Keyboard;Samsung Galaxy S24,2025-02-09,17:37,Tech Enthusiast,vip,Store A,Credit Card
TXN_000295,CUST_0104,Xbox Series X;Microsoft Surface,2025-02-02,18:12,Tech Enthusiast,regular,Store A,Cash
TXN_000296,CUST_0021,Blender;Toaster;Vegetables;Salmon;Chicken Breast;Electric Kettle;Orange Juice,2025-02-20,09:52,Home Cook,regular,Store A,Credit Card
TXN_000297,CUST_0193,Golf Balls;Electric Kettle;Gym Bag;Tennis Racket;Sunscreen;Air Fryer,2025-03-12,11:56,General Shopper,regular,Online,Cash
TXN_000298,CUST_0025,Sunscreen;Makeup Kit;Quinoa,2025-05-27,13:57,Fashion Conscious,new,Store B,Debit Card
TXN_000299,CUST_0034,Conditioner;Shampoo;Ray-Ban Sunglasses,2025-04-02,19:01,Fashion Conscious,regular,Store C,Debit Card
TXN_000300,CUST_0002,Chicken Breast;Romance Novel;Science Fiction Novel,2025-03-19,12:26,Book Lover,new,Online,Mobile Payment
TXN_000301,CUST_0080,Pride and Prejudice,2025-02-26,13:31,Book Lover,vip,Store B,Mobile Payment
TXN_000302,CUST_0069,Science Fiction Novel;Chicken Breast;Vegetables,2025-05-10,08:15,Book Lover,regular,Store B,Credit Card
TXN_000303,CUST_0090,Deodorant;Dumbbells;Yoga Mat,2025-05-15,23:45,Fitness Enthusiast,regular,Store B,Credit Card
TXN_000304,CUST_0041,Electric Kettle;Food Processor;Instant Pot;Air Fryer;Eggs,2025-04-10,05:05,Home Cook,new,Store C,Credit Card
TXN_000305,CUST_0042,Plant Fertilizer;Flower Pots;Outdoor Furniture;Fruits;Dark Chocolate;Garden Hose;Blender;Air Fryer,2025-05-11,15:35,Home Cook,new,Store A,Mobile Payment
TXN_000306,CUST_0023,Pasta,2025-06-05,08:12,Home Cook,new,Online,Credit Card
TXN_000307,CUST_0196,Body Wash;Polo Ralph Lauren Shirt;Ray-Ban Sunglasses;Vitamins;Uniqlo Sweater,2025-02-10,08:30,Fashion Conscious,regular,Online,Credit Card
TXN_000308,CUST_0137,Body Wash;Water Bottle,2025-03-12,16:03,Fitness Enthusiast,new,Store A,Credit Card
TXN_000309,CUST_0036,History Book;Milk;Pride and Prejudice,2025-03-01,21:16,Book Lover,vip,Store A,Cash
TXN_000310,CUST_0042,Vacuum Cleaner;Honey;Eggs;Orange Juice;Peanut Butter;Bread;Olive Oil;Solar Lights,2025-04-09,17:18,Home Cook,new,Store C,Debit Card
TXN_000311,CUST_0091,Lawn Mower;Green Tea;Toaster;Garden Tools Set,2025-05-26,08:49,Home Cook,regular,Store C,Debit Card
TXN_000312,CUST_0037,Vegetables;The Great Gatsby,2025-03-13,15:09,Book Lover,new,Online,Mobile Payment
TXN_000313,CUST_0045,Backpack;Shampoo;Supplement Pills,2025-02-26,17:43,Fitness Enthusiast,regular,Online,Credit Card
TXN_000314,CUST_0063,Mystery Novel;Webcam;Biography,2025-06-04,18:30,General Shopper,new,Online,Credit Card
TXN_000315,CUST_0051,Skincare Set,2025-03-20,13:51,Fashion Conscious,new,Store C,Credit Card
TXN_000316,CUST_0123,Dell XPS 13;Gaming Mouse;iPad Mini,2025-04-24,10:25,Tech Enthusiast,vip,Store B,Debit Card
TXN_000317,CUST_0123,Apple Watch;iPhone 15;Samsung Galaxy S24;AirPods Pro,2025-03-12,13:31,Tech Enthusiast,vip,Online,Cash
TXN_000318,CUST_0022,Dumbbells;Bike Helmet;Gym Bag;Tennis Racket;Golf Clubs,2025-06-25,18:29,Fitness Enthusiast,regular,Store B,Cash
TXN_000319,CUST_0202,Nintendo Switch;4K Monitor,2025-05-29,10:49,Tech Enthusiast,regular,Online,Credit Card
TXN_000320,CUST_0137,Camping Tent;Running Shoes;Fitness Tracker;Yoga Mat;Hair Dryer,2025-02-18,13:11,Fitness Enthusiast,new,Store C,Debit Card
TXN_000321,CUST_0086,Supplement Pills;Mountain Bike;Fitness Tracker;Snowboard;Green Tea,2025-02-19,11:00,Fitness Enthusiast,regular,Store B,Credit Card
TXN_000322,CUST_0079,Deodorant;Dumbbells;Supplement Pills;Perfume;Ray-Ban Sunglasses,2025-04-28,17:36,Fashion Conscious,regular,Store A,Credit Card
TXN_000323,CUST_0053,Tomato Sauce;Yogurt,2025-06-30,07:50,Book Lover,vip,Store A,Debit Card
TXN_000324,CUST_0145,Patio Umbrella;Fruits;Honey;Quinoa;Chicken Breast;Tomato Sauce;Outdoor Furniture,2025-04-06,11:21,Home Cook,new,Store B,Debit Card
TXN_000325,CUST_0072,Gaming Mouse;iPad;Wireless Charger;Apple Watch;iPhone 15;AirPods Pro,2025-04-30,12:53,Tech Enthusiast,regular,Store C,Debit Card
TXN_000326,CUST_0181,Milk;Cheese;The Da Vinci Code;Quinoa,2025-07-05,11:11,Book Lover,vip,Online,Debit Card
TXN_000327,CUST_0135,Converse All Stars;Adidas Ultraboost;Vitamins;Protein Powder;Adidas Track Pants,2025-04-18,17:19,Fashion Conscious,regular,Store C,Debit Card
TXN_000328,CUST_0006,Adidas Track Pants,2025-02-19,23:51,Fashion Conscious,regular,Online,Cash
TXN_000329,CUST_0203,Rice;Chicken Breast;Solar Lights,2025-07-22,13:19,Home Cook,regular,Store A,Cash
TXN_000330,CUST_0197,Graphics Card RTX 4070;Gaming Mouse;Sony WH-1000XM5;PlayStation 5,2025-03-13,13:13,Tech Enthusiast,vip,Store B,Credit Card
TXN_000331,CUST_0130,Game of Thrones;Green Tea;Bread,2025-07-19,18:45,Book Lover,regular,Store B,Debit Card
TXN_000332,CUST_0084,Power Bank;Nintendo Switch;Xbox Series X;Graphics Card RTX 4070;Samsung Galaxy S24;External SSD,2025-06-05,18:04,Tech Enthusiast,new,Online,Cash
TXN_000333,CUST_0226,Face Cream;Soccer Ball;Gym Bag;Backpack;Body Wash;Protein Powder;Fitness Tracker,2025-04-30,05:36,Fitness Enthusiast,new,Store B,Cash
TXN_000334,CUST_0245,Protein Bars;Pasta;Blender;Coffee Maker,2025-03-09,19:31,Home Cook,regular,Store C,Cash
TXN_000335,CUST_0019,Chicken Breast;To Kill a Mockingbird,2025-02-16,22:48,Book Lover,regular,Store A,Cash
TXN_000336,CUST_0045,Backpack;Surfboard;Conditioner;Deodorant;Protein Powder,2025-06-07,10:21,Fitness Enthusiast,regular,Store C,Credit Card
TXN_000337,CUST_0226,Swimming Goggles;Moisturizer,2025-03-21,14:36,Fitness Enthusiast,new,Store A,Mobile Payment
TXN_000338,CUST_0004,Xbox Series X;Kindle;Apple Watch,2025-03-20,12:56,Tech Enthusiast,new,Store A,Credit Card
TXN_000339,CUST_0171,Coffee Maker;Plant Fertilizer;Organic Coffee,2025-05-08,16:13,Home Cook,regular,Store C,Mobile Payment
TXN_000340,CUST_0162,Protein Bars;Cheese;Nuts Mix;Eggs;Olive Oil,2025-07-16,10:21,General Shopper,new,Online,Credit Card
TXN_000341,CUST_0052,Biography;Cookbook,2025-07-17,22:07,Book Lover,new,Online,Mobile Payment
TXN_000342,CUST_0032,Electric Kettle;Olive Oil;Cereal;Tomato Sauce;Pasta,2025-07-11,14:14,Home Cook,new,Store A,Mobile Payment
TXN_000343,CUST_0068,Green Tea;Cereal;Stand Mixer;Dark Chocolate;Pasta,2025-04-09,15:14,Home Cook,vip,Store A,Mobile Payment
TXN_000344,CUST_0204,Vitamins;Sunscreen,2025-07-18,18:32,Fitness Enthusiast,regular,Store B,Debit Card
TXN_000345,CUST_0110,Protein Bars;Chicken Breast;Cheese;Rice,2025-06-19,11:59,Home Cook,regular,Store B,Mobile Payment
TXN_000346,CUST_0092,Honey;Peanut Butter;Bread;Cheese;History Book,2025-02-27,14:37,Book Lover,vip,Store C,Mobile Payment
TXN_000347,CUST_0193,Makeup Kit;Science Fiction Novel;Vitamins;Sunscreen;Nike Socks,2025-02-20,10:33,General Shopper,regular,Store A,Credit Card
TXN_000348,CUST_0010,Camping Tent,2025-01-30,11:24,Fitness Enthusiast,regular,Store A,Credit Card
TXN_000349,CUST_0211,Polo Ralph Lauren Shirt;Calvin Klein Underwear;Hair Dryer;Vitamins;Body Wash,2025-02-08,22:20,Fashion Conscious,new,Store C,Debit Card
TXN_000350,CUST_0078,iPad Mini;Webcam,2025-07-10,10:07,Tech Enthusiast,new,Store B,Credit Card
TXN_000351,CUST_0208,Ski Equipment,2025-01-30,18:46,Fitness Enthusiast,regular,Store A,Debit Card
TXN_000352,CUST_0004,USB-C Cable;Bluetooth Speaker;iPad Mini;Apple Watch;Microsoft Surface,2025-04-10,17:00,Tech Enthusiast,new,Store C,Mobile Payment
TXN_000353,CUST_0047,The Great Gatsby;Milk,2025-03-15,20:07,Book Lover,regular,Store B,Debit Card
TXN_000354,CUST_0111,Under Armour T-Shirt;Vans Old Skool;Champion Hoodie;Resistance Bands;Polo Ralph Lauren Shirt;H&M T-Shirt,2025-06-21,13:26,Fashion Conscious,regular,Store C,Credit Card
TXN_000355,CUST_0068,Patio Umbrella,2025-04-16,12:12,Home Cook,vip,Store C,Mobile Payment
TXN_000356,CUST_0101,Resistance Bands;Gap Jeans;Adidas Ultraboost;Perfume;Makeup Kit;Sunscreen,2025-01-30,08:02,Fashion Conscious,new,Store A,Credit Card
TXN_000357,CUST_0102,Rice;Garden Hose;BBQ Grill;Dark Chocolate;Stand Mixer;Plant Fertilizer,2025-05-01,16:52,Home Cook,new,Store C,Debit Card
TXN_000358,CUST_0007,AirPods Pro;Kindle;iPad Mini;Bluetooth Speaker,2025-06-19,23:25,Tech Enthusiast,new,Store C,Debit Card
TXN_000359,CUST_0138,Webcam;MacBook Pro;Nintendo Switch;Apple Watch;4K Monitor,2025-06-26,13:19,General Shopper,new,Store C,Credit Card
